Year,Country_Code,Event,Medal
2008,PRK,vault,1
2008,ROU,- 48 kg,1
2008,ROU,eight with coxswain (8+),9
2008,ROU,floor exercises,1
2008,ROU,marathon,1
2008,ROU,pair without coxswain (2-),2
2008,ROU,sabre individual,1
2008,ROU,team competition,6
2008,ROU,épée individual,1
2008,RSA,long jump,1
2008,RUS,+ 105kg,1
2008,RUS,- 55kg,2
2008,RUS,100m backstroke,1
2008,RUS,105kg,2
2008,RUS,10m air pistol (40 shots),1
2008,RUS,10m air rifle (40 shots),1
2008,RUS,10m platform,1
2008,RUS,200m backstroke,1
2008,RUS,20km race walk,1
2008,RUS,20km walk,1
2008,RUS,3000m steeplechase,2
2008,RUS,3m springboard,1
2008,RUS,48 - 51kg (flyweight),1
2008,RUS,4x100m relay,4
2008,RUS,4x200m freestyle relay,5
2008,RUS,4x400m relay,8
2008,RUS,50km walk,1
2008,RUS,50m pistol (60 shots),1
2008,RUS,55 - 60kg,2
2008,RUS,55 - 63kg,1
2008,RUS,57 - 60kg (lightweight),1
2008,RUS,58kg,1
2008,RUS,66 - 74kg,1
2008,RUS,69kg,1
2008,RUS,74 - 84kg,1
2008,RUS,75kg,1
2008,RUS,81 - 91kg (heavyweight),1
2008,RUS,84 - 96kg,2
2008,RUS,94kg,1
2008,RUS,96 - 120kg,2
2008,RUS,C-1 500m (canoe single),1
2008,RUS,C-2 (canoe double),2
2008,RUS,C-2 500m (canoe double),2
2008,RUS,Individual competition,1
2008,RUS,Madison,2
2008,RUS,basketball,12
2008,RUS,cross-country,1
2008,RUS,duet,2
2008,RUS,floor exercises,1
2008,RUS,foil team,4
2008,RUS,group competition,6
2008,RUS,handball,14
2008,RUS,heptathlon,1
2008,RUS,high jump,3
2008,RUS,individual (FITA Olympic round - 70m),1
2008,RUS,individual all-round,1
2008,RUS,javelin throw,1
2008,RUS,long jump,1
2008,RUS,marathon 10km,1
2008,RUS,pole vault,3
2008,RUS,singles,3
2008,RUS,synchronized diving 10m platform,2
2008,RUS,synchronized diving 3m springboard,4
2008,RUS,team,9
2008,RUS,trap (125 targets),1
2008,RUS,triple jump,1
2008,RUS,vault,1
2008,RUS,volleyball,12
2008,SIN,team,3
2008,SLO,+ 78kg (heavyweight),1
2008,SLO,200m freestyle,1
2008,SLO,50m rifle 3 positions (3x40 shots),1
2008,SLO,Laser - One Person Dinghy,1
2008,SLO,hammer throw,1
2008,SRB,100m butterfly,1
2008,SRB,singles,1
2008,SRB,water polo,13
2008,SUD,800m,1
2008,SUI,81 - 90kg (middleweight),1
2008,SUI,cross-country,1
2008,SUI,doubles,2
2008,SUI,individual road race,1
2008,SUI,individual time trial,2
2008,SUI,team,4
2008,SVK,96 - 120kg,1
2008,SVK,C-1 (canoe single),1
2008,SVK,C-2 (canoe double),2
2008,SVK,K-1 (kayak single),1
2008,SVK,K-4 1000m (kayak four),4
2008,SVK,trap (75 targets),1
2008,SWE,Star - Keelboat,2
2008,SWE,doubles,2
2008,SWE,individual,1
2008,SWE,individual road race,1
2008,SWE,individual time trial,1
2008,THA,- 49 kg,1
2008,THA,48 - 51kg (flyweight),1
2008,THA,53kg,1
2008,THA,60 - 64 kg,1
2008,TJK,66 - 73kg (lightweight),1
2008,TJK,74 - 84kg,1
2008,TOG,K-1 (kayak single),1
2008,TPE,- 58 kg,1
2008,TPE,48kg,1
2008,TPE,58 - 68 kg,1
2008,TPE,63kg,1
2008,TRI,100m,1
2008,TRI,4x100m relay,4
2008,TUN,1500m freestyle,1
2008,TUR,10000m,1
2008,TUR,48kg,1
2008,TUR,49 - 57 kg,1
2008,TUR,5000m,1
2008,TUR,54 - 57kg (featherweight),1
2008,TUR,58 - 68 kg,1
2008,TUR,60 - 66kg,1
2008,TUR,74 - 84kg,1
2008,UKR,+ 75kg,1
2008,UKR,+ 91kg (super heavyweight),1
2008,UKR,- 48kg,1
2008,UKR,1500m,2
2008,UKR,25m rapid fire pistol (60 shots),1
2008,UKR,50m rifle 3 positions (3x40 shots),1
2008,UKR,50m rifle prone (60 shots),1
2008,UKR,54 - 57kg (featherweight),1
2008,UKR,55 - 60kg,1
2008,UKR,60 - 66kg,2
2008,UKR,69kg,1
2008,UKR,73 - 81kg (half-middleweight),1
2008,UKR,74 - 84kg,1
2008,UKR,C-1 500m (canoe single),1
2008,UKR,Individual competition,1
2008,UKR,K-1 500m (kayak single),1
2008,UKR,discus throw,1
2008,UKR,heptathlon,1
2008,UKR,individual (FITA Olympic round - 70m),1
2008,UKR,individual all-round,1
2008,UKR,individual pursuit,1
2008,UKR,pole vault,1
2008,UKR,rings,1
2008,UKR,sabre team,4
2008,UKR,synchronized diving 3m springboard,2
2008,USA,- 55kg,1
2008,USA,10000m,1
2008,USA,100m,1
2008,USA,100m backstroke,4
2008,USA,100m breaststroke,1
2008,USA,100m butterfly,2
2008,USA,100m freestyle,2
2008,USA,100m hurdles,1
2008,USA,10m air pistol (60 shots),1
2008,USA,110m hurdles,2
2008,USA,200m,3
2008,USA,200m backstroke,3
2008,USA,200m breaststroke,1
2008,USA,200m butterfly,1
2008,USA,200m freestyle,2
2008,USA,200m individual medley,3
2008,USA,400m,4
2008,USA,400m freestyle,2
2008,USA,400m hurdles,4
2008,USA,400m individual medley,3
2008,USA,49 - 57 kg,1
2008,USA,4x100m freestyle relay,13
2008,USA,4x100m medley relay,16
2008,USA,4x200m freestyle relay,14
2008,USA,4x400m relay,8
2008,USA,50m freestyle,1
2008,USA,50m rifle prone (60 shots),1
2008,USA,55 - 63kg,1
2008,USA,58 - 68 kg,1
2008,USA,63 - 70kg (middleweight),1
2008,USA,68 - 80 kg,1
2008,USA,81 - 91kg (heavyweight),1
2008,USA,84 - 96kg,1
2008,USA,Finn - Heavyweight Dinghy,1
2008,USA,Individual,2
2008,USA,Laser Radial - One Person Dinghy,1
2008,USA,balance beam,2
2008,USA,baseball,24
2008,USA,basketball,24
2008,USA,beach volleyball,4
2008,USA,decathlon,1
2008,USA,discus throw,1
2008,USA,double trap (150 targets),1
2008,USA,doubles,4
2008,USA,eight with coxswain (8+),18
2008,USA,floor exercises,2
2008,USA,foil team,3
2008,USA,football,18
2008,USA,heptathlon,1
2008,USA,horizontal bar,1
2008,USA,individual,3
2008,USA,individual all-round,2
2008,USA,individual time trial,2
2008,USA,pole vault,1
2008,USA,sabre individual,3
2008,USA,sabre team,7
2008,USA,shot put,1
2008,USA,single sculls (1x),1
2008,USA,skeet (125 targets),1
2008,USA,skeet (75 targets),1
2008,USA,softball,15
2008,USA,team,4
2008,USA,team competition,12
2008,USA,trap (75 targets),1
2008,USA,uneven bars,1
2008,USA,volleyball,24
2008,USA,water polo,26
2008,UZB,+ 100kg (heavyweight),1
2008,UZB,- 60 kg,1
2008,UZB,66 - 74kg,1
2008,UZB,96 - 120kg,1
2008,UZB,individual,1
2008,UZB,parallel bars,1
2008,VEN,- 49 kg,1
2008,VIE,"- 56kg, total (bantamweight)",1
2008,ZIM,100m backstroke,1
2008,ZIM,200m backstroke,1
2008,ZIM,200m individual medley,1
2008,ZIM,400m individual medley,1
